Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"D92","D_TVS","D_SOD-123F",47.500000,-90.500000,0.000000,bottom
"D93","D_TVS","D_SOD-123F",47.250000,-95.000000,0.000000,bottom
"D94","D_TVS","D_SOD-123F",47.250000,-107.500000,0.000000,bottom
"D95","D_TVS","D_SOD-123F",47.250000,-119.750000,0.000000,bottom
"D96","D_TVS","D_SOD-123F",47.250000,-105.000000,0.000000,bottom
"D97","D_TVS","D_SOD-123F",47.250000,-117.250000,0.000000,bottom
"D98","D_TVS","D_SOD-123F",47.250000,-110.000000,0.000000,bottom
"D99","D_TVS","D_SOD-123F",47.250000,-114.750000,0.000000,bottom
"D100","D_TVS","D_SOD-123F",47.400000,-127.250000,0.000000,bottom
"D101","D_TVS","D_SOD-123F",47.250000,-139.000000,0.000000,bottom
"D102","D_TVS","D_SOD-123F",47.400000,-124.750000,0.000000,bottom
"D103","D_TVS","D_SOD-123F",47.250000,-136.500000,0.000000,bottom
"D104","D_TVS","D_SOD-123F",47.400000,-129.750000,0.000000,bottom
"D105","D_TVS","D_SOD-123F",47.250000,-134.000000,0.000000,bottom
"D106","D_TVS","D_SOD-123F",47.250000,-148.000000,0.000000,bottom
"D107","D_TVS","D_SOD-123F",47.250000,-150.750000,0.000000,bottom
"D108","D_TVS","D_SOD-123F",47.150000,-153.750000,0.000000,bottom
"D109","D_Zener","D_SMA_Handsoldering",219.000000,-80.750000,90.000000,bottom
"Q1","SUD08P06-155L","TO-252-2",210.410000,-81.502500,180.000000,bottom
"R6","100K","R_0805_2012Metric",223.337500,-78.250000,0.000000,bottom
"R13","5.1k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",209.490000,-153.087500,90.000000,bottom
"R14","5.1k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",203.740000,-153.337500,90.000000,bottom
"R21","27","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",205.442500,-154.587500,90.000000,bottom
"R22","27","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",207.192500,-154.587500,90.000000,bottom
"R32","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-147.750000,0.000000,bottom
"R33","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-145.500000,0.000000,bottom
"R34","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",90.000000,-150.000000,0.000000,bottom
"R35","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-141.000000,0.000000,bottom
"R36","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-138.750000,0.000000,bottom
"R37","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-143.250000,0.000000,bottom
"R38","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-134.250000,0.000000,bottom
